Product Name,Price,Rating,RAM/ROM,Camera,Display,Battery,Warranty
"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹13,499",4.2,8 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"REDMI A3X (Ocean Green, 64 GB)","₹6,699",4,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Not Available
"REDMI 14C 5G (Stardust Purple, 64 GB)","₹9,400",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Samsung Galaxy M35 5G (Moonlight Blue, 128 GB)","₹17,472",4.3,8 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"POCO X7 5G (Yellow, 128 GB)","₹16,999",4.3,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP + 8MP + 2MP | 20MP Front Camera,5500 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Samsung Galaxy M56 5G (Light Green, 128 GB)","₹20,985",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ E3 Super AMOLED Display,50MP + 50MP + 8MP | 12MP + 2MP Dual Front Camera,5000 mAh Battery,one-year warranty covering the device itself
"Samsung Galaxy M35 5G (DayBreak Blue, 128 GB)","₹17,128",4.3,8 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Marine Drift, 256 GB)","₹18,999",4.4,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,1 Year Warranty for Handset and 6 Months Warranty for Accessories
"Motorola G85 5G (Urban Grey, 128 GB)","₹15,999",4.4,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories
"Tecno Pova Curve 5G (Geek Black, 128 GB)","₹14,999",4.4,6 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,64MP Rear Camera | 13MP Front Camera,5500 mAh Battery,1 Year Manufacturer Warranty for Handset
UiSmart Ui-06,"₹1,532",4,512 MB RAM | 256 MB ROM | Expandable Upto 32 TB,4.5 cm (1.77 inch) QVGA Display,2MP + 0MP | 0MP Front Camera,1050 mAh Battery,1 YEAR FOR HANDSET
"realme P3 Ultra 5G (Neptune Blue, 256 GB)","₹23,999",4.5,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 8MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Infinix SMART 10 (Twilight Gold, 64 GB)","₹6,799",4.3,4 GB RAM | 64 GB ROM,16.94 cm (6.67 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"IQOO Z10R 5G (Aquamarine, 256 GB)","₹23,238",4.2,12 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,5700 mAh Battery,Not Available
"Infinix SMART 10 (Iris Blue, 64 GB)","₹6,799",4.3,4 GB RAM | 64 GB ROM,16.94 cm (6.67 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Infinix SMART 10 (Sleek Black, 64 GB)","₹6,799",4.3,4 GB RAM | 64 GB ROM,16.94 cm (6.67 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy A16 5G (Gold, 128 GB)","₹13,995",4.2,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories
"Samsung Galaxy S24 Ultra 5G (Titanium Black, 256 GB)","₹86,605",4.6,12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,200MP + 50MP + 12MP + 10MP | 12MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Infinix Hot 60 5G+ (Shadow Blue, 128 GB)","₹10,499",4.3,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5200 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Ai+ Nova 5G (Blue, 128 GB)","₹8,999",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
"Samsung Galaxy M35 5G (Thunder Grey, 128 GB)","₹16,956",4.4,6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,Not Available
Kechaoda K115,₹975,4.1,32 MB RAM | 32 GB ROM | Expandable Upto 32 MB,3.66 cm (1.44 inch) NA Display,0.3MP + 0MP | 0MP Front Camera,850 mAh Battery,1 Year Manufacturer Warranty
"MOTOROLA Edge 60 Pro (Pantone Dazzling Blue, 256 GB)","₹29,999",4.3,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,6000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories
"REDMI A3X (Ocean Green, 64 GB)","₹6,850",4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Not Available
LAVA Hero Shakti 2025,₹975,4.1,32 GB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) QVGA Display,0MP | 0MP Front Camera,800 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
"OnePlus 13s 5G (Green Silk, 256 GB)","₹50,519",4.5,12 GB RAM | 256 GB ROM,16.05 cm (6.32 inch) Display,50MP Rear Camera,5850 mAh Battery,Not Available
"Tecno Spark Go 5G (Ink Black, 128 GB)","₹10,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) Display,50MP Rear Camera | 5MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Handset
"REDMI A3X (Midnight Black, 64 GB)","₹6,850",4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Not Available
"realme 14 Pro+ 5G (Pearl White, 256 GB)","₹26,999",4.4,12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"OPPO A3x 5G (Starlight White, 64 GB)","₹10,499",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5100 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"REDMI Note 14 5G (Phantom Purple, 256 GB)","₹16,977",4.2,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5110 mAh Battery,Not Available
"IQOO Neo 10 (Inferno Red, 256 GB)","₹37,995",4.5,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display,50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera,7000 mAh Battery,Domestic warranty 1 year for handset and 6  months for accessories
"MOTOROLA Edge 60 Pro (Pantone Walnut, 256 GB)","₹33,999",4.3,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,6000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories
HOTLINE CLASSIC ZEUS,₹499,3.7,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) NA Display,1.3MP + 0MP | 0MP Front Camera,1100 mAh Battery,6 Months Manufacturer Warranty
Jio F320B,"₹1,551",3.7,512 MB RAM | 4 GB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1500 mAh Battery,Not Available
"OPPO F29 5G (Glacier Blue, 256 GB)","₹19,674",4.4,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6500 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories
"MOTOROLA Razr 60 (PANTONE Gibraltar Sea, 256 GB)","₹49,999",4.4,8 GB RAM | 256 GB ROM,17.53 cm (6.9 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,4500 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Apple iPhone 16 Pro Max (Desert Titanium, 256 GB)","₹1,34,900",4.7,256 GB ROM,17.53 cm (6.9 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,"A18 Pro Chip, 6 Core Processor Processor",Not Available
"realme 14 Pro+ 5G (Suede Grey, 128 GB)","₹29,999",4.4,8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme P3 Ultra 5G (Orion Red, 256 GB)","₹23,999",4.4,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 8MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"IQOO Neo 10 (Inferno Red, 512 GB)","₹42,990",4.7,16 GB RAM | 512 GB ROM,17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display,50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera,7000 mAh Battery,Domestic warranty 1 year for handset and 6 months accessories
"Apple iPhone 16 Plus (Black, 128 GB)","₹79,900",4.6,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A18 Chip, 6 Core Processor Processor",Not Available
"Motorola Edge 50 Fusion (Marshmallow Blue, 256 GB)","₹20,999",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,1 Year on Handset and 6 Months on Accessories
HOTLINE CLASSIC V66,₹499,3.6,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,1.3MP Rear Camera,1000 mAh Battery,Not Available
"IQOO Z10 5G (Stellar Black / Black, 256 GB)","₹24,976",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,7300 mAh Battery,Not Available
HOTLINE CLASSIC V66,₹499,3.6,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,1.3MP Rear Camera,1000 mAh Battery,Not Available
Kechaoda K115,₹989,4.1,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.66 cm (1.44 inch) QVGA Display,0.3MP + 0.5MP | 0MP Front Camera,850 mAh Battery,1 Year Company Domestic Warranty by Company Authorized Service Center.
"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Marine Drift, 256 GB)","₹18,999",4.4,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,1 Year Warranty for Handset and 6 Months Warranty for Accessories
"OPPO F29 5G (Glacier Blue, 128 GB)","₹22,000",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6500 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories
"OnePlus 13s 5G (Green Silk, 512 GB)","₹55,715",4.5,12 GB RAM | 512 GB ROM,16.05 cm (6.32 inch) Display,50MP Rear Camera,5850 mAh Battery,Not Available
"realme 14 Pro+ 5G (Suede Grey, 256 GB)","₹28,999",4.4,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 14 Pro+ 5G (Suede Grey, 512 GB)","₹29,999",4.4,12 GB RAM | 512 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 14 Pro+ 5G (Pearl White, 256 GB)","₹28,999",4.4,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"OnePlus 13s 5G (Black Velvet, 512 GB)","₹55,280",4.5,12 GB RAM | 512 GB ROM,16.05 cm (6.32 inch) Display,50MP Rear Camera,5850 mAh Battery,Not Available
"Samsung Glaxy S25 Plus 5G (Navy, 512 GB)","₹86,999",4.8,12 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,4900 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Tecno Pova Curve 5G (Magic Silver, 128 GB)","₹17,999",4.3,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,64MP Rear Camera | 13MP Front Camera,5500 mAh Battery,1 Year Manufacturer Warranty for Handset
Kechaoda 888,"₹1,699",4.3,64 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,3000 mAh Battery,1 Year Company Domestic Warranty by Company Authorized Service Center.,Not Available
"Tecno Pova Curve 5G (Neon Cyan, 128 GB)","₹17,999",4.3,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,64MP Rear Camera | 13MP Front Camera,5500 mAh Battery,1 Year Manufacturer Warranty for Handset
"POCO C71  - Locked with Airtel Prepaid (Desert Gold, 64 GB)","₹5,749",3.8,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.48 cm (6.88 inch) HD+ Display,32MP Rear Camera | 8MP Front Camera,5200 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 256 GB)","₹46,999",4.6,8 GB RAM | 256 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 12MP Front Camera,4000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Motorola Edge 50 Neo (PANTONE Poinciana, 256 GB)","₹20,999",4.4,8 GB RAM | 256 GB ROM,16.26 cm (6.4 inch) Super HD Display,50MP + 13MP + 10MP | 32MP Front Camera,4310 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories
Kechaoda K115,₹979,4.1,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.66 cm (1.44 inch) QVGA Display,0.3MP + 0MP | 0MP Front Camera,850 mAh Battery,1 Year Company Domestic Warranty by Company Authorized Service Center.
Kechaoda K115,₹998,4.1,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.66 cm (1.44 inch) QVGA Display,0.3MP + 0MP | 0MP Front Camera,850 mAh Battery,NO WARRANTY
"Samsung Galaxy M16 5G (Thunder Black, 128 GB)","₹13,299",4.2,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,Not Available
"Samsung Galaxy M16 5G (Blush Pink, 128 GB)","₹12,905",4.2,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,Not Available
"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹8,999",4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"REDMI 15 5G (Frosted White, 256 GB)","₹16,307",4.2,8 GB RAM | 256 GB ROM,17.53 cm (6.9 inch) Display,50MP Rear Camera,7000 mAh Battery,Not Available
"REDMI 14C 5G (Stardust Purple, 128 GB)","₹9,279",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Kechaoda K115,₹988,4.1,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.66 cm (1.44 inch) QVGA Display,0.3MP + 0MP | 0MP Front Camera,850 mAh Battery,1 Year Company Domestic Warranty by Company Authorized Service Center.
"realme 15T 5G (Suit Titanium, 256 GB)","₹22,999",4.3,8 GB RAM | 256 GB ROM,16.69 cm (6.57 inch) Full HD Display,50MP + 2MP | 50MP Front Camera,7000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Samsung Galaxy S25 Ultra 5G (Titanium Silverblue, 256 GB)","₹1,29,999",4.6,12 GB RAM | 256 GB ROM,17.53 cm (6.9 inch) Quad HD+ Display,200MP + 50MP + 50MP + 10MP | 12MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"IQOO Neo 10R 5G (Raging Blue, 256 GB)","₹28,742",4.5,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,6400 mAh Battery,Not Available
"Apple iPhone 15 (Pink, 128 GB)","₹59,900",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",Not Available
"realme 14 Pro+ 5G (Bikaner Purple, 128 GB)","₹29,999",4.4,8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
TOUCH 18 Rock Z Flip Dual Sim Keypad Mobile with2.4Display Flip Fold Call & SMS Indicator,"₹1,992",4,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,2MP Rear Camera,1800 mAh Battery,Not Available
"REDMI 15 5G (Sandy Purple, 256 GB)","₹16,278",4.2,8 GB RAM | 256 GB ROM,17.53 cm (6.9 inch) Display,50MP Rear Camera,7000 mAh Battery,Not Available
Jmax Flash Flip,₹988,3.4,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,1MP Rear Camera,2500 mAh Battery,Not Available
ringme R1+ JUMBO,"₹1,700",4.1,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,1MP Rear Camera,4000 mAh Battery,Not Available
"Samsung Galaxy S24 Ultra 5G (Titanium Black, 256 GB)","₹86,948",4.6,12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,200MP + 50MP + 12MP + 10MP | 12MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"Apple iPhone 16 Pro (Black Titanium, 128 GB)","₹1,09,900",4.7,128 GB ROM,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,"A18 Pro Chip, 6 Core Processor Processor",Not Available
"REDMI 14C 5G (Stardust Purple, 128 GB)","₹10,299",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
MOTOROLA A50V Dual Sim Keypad Phone|1750 mAh Battery|1.8inch Display|Expandable Upto 32GB,"₹1,386",4.1,4 MB RAM | 0.05 GB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,1750 mAh Battery,2 Years Domestic Replacement Warranty,Not Available
"REDMI 14C 5G (Stargaze Black, 128 GB)","₹10,969",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OnePlus 13s 5G (Pink Satin, 256 GB)","₹51,080",4.5,12 GB RAM | 256 GB ROM,16.05 cm (6.32 inch) Display,50MP Rear Camera,5850 mAh Battery,Not Available
"Tecno Spark Go 2 (Veil White, 64 GB)","₹7,499",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,13MP Rear Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone
"Tecno Spark Go 2 (Turquoise Green, 64 GB)","₹7,499",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,13MP Rear Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone
"Tecno Pop 9 5G (Aurora Cloud, 128 GB)","₹9,499",4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD+ Display,48MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone
"Tecno Pop 9 5G (Midnight Shadow, 128 GB)","₹9,499",4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD+ Display,48MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone
"LAVA Bold N1 Pro (Stealth Black, 128 GB)","₹7,399",4,4 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,Not Available
"Tecno Pop 9 5G (Azure Sky, 128 GB)","₹9,499",4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD+ Display,48MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone
"Tecno Spark Go 2 (Ink Black, 64 GB)","₹7,499",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,13MP Rear Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone
"Tecno Spark Go 2 (Titanium Grey, 64 GB)","₹7,499",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,13MP Rear Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone
"realme P3 Ultra 5G (Glowing Lunar White, 256 GB)","₹23,999",4.4,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 8MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme P3 Ultra 5G (Neptune Blue, 128 GB)","₹21,999",4.4,8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Display,50MP + 8MP | 16MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"OnePlus Nord 5 5G (Dry Ice, 256 GB)","₹31,497",4.5,8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Full HD+ AMOLED Display,50MP + 50MP + 8MP | 50MP Front Camera,6800 mAh Battery,1 Year
LAVA LF9000,"₹1,787",4.1,20 MB RAM | 20 MB ROM,7.11 cm (2.8 inch) Display,1.3MP Rear Camera,2575 mAh Battery,Not Available
"REDMI A5 (Pondicherry Blue, 64 GB)","₹6,499",4.1,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.48 cm (6.88 inch) HD+ Display,32MP Rear Camera | 8MP Front Camera,5200 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"REDMI A5 (Just Black, 64 GB)","₹6,499",4.1,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.48 cm (6.88 inch) HD+ Display,32MP Rear Camera | 8MP Front Camera,5200 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"REDMI A5 (Jaisalmer Gold, 64 GB)","₹6,499",4.1,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.48 cm (6.88 inch) HD+ Display,32MP Rear Camera | 8MP Front Camera,5200 mAh Battery,1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"vivo T4 Pro 5G (Blaze Gold, 256 GB)","₹29,999",4.5,8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP + 2MP + 50MP | 32MP Front Camera,6500 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Jio V4 JBV191M2 4G,₹775,4.1,20 MB RAM | 36 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,1000 mAh Battery,Not Available
"Tecno Spark Go 5G (Turquoise Green, 128 GB)","₹10,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) Display,50MP Rear Camera | 5MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Handset
"MOTOROLA Edge 60 Pro (Pantone Dazzling Blue, 512 GB)","₹37,999",4.3,16 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,6000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories
"REDMI 15 5G (Midnight Black, 128 GB)","₹15,449",4.2,8 GB RAM | 128 GB ROM,17.53 cm (6.9 inch) Display,50MP Rear Camera,7000 mAh Battery,Not Available
"Ai+ Pulse (Purple, 64 GB)","₹5,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
"vivo T4 Pro 5G (Blaze Gold, 128 GB)","₹27,999",4.5,8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP + 2MP + 50MP | 32MP Front Camera,6500 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
